candidate_id,corpus_id,expanded_id,title,doi,path,pages,encrypted,metadata_title,title_token_coverage,correspondence,text_sha256,error
DCM-00643-OP0149,DCM-00643,,PROMOTING CONVERSATIONAL APIS: A CONCEPTUAL FRAMEWORK AND A METHOD FOR API DESIGN,10.17771/pucrio.acad.49982,library/staging/master-openaire/DCM-00643-OP0149-PROMOTING-CONVERSATIONAL-APIS-A-CONCEPTUAL-FRAMEWORK-AND-A-METHOD.pdf,149,false,,1.000,true,b861852caa717a7c9b5c55e26afc812340110d31c77fe6dd331deb762bd7b915,
DCM-00716-OP0310,DCM-00716,,A Conversational User Interface for Software Visualization,10.1109/vissoft.2017.21,library/staging/master-openaire/DCM-00716-OP0310-A-Conversational-User-Interface-for-Software-Visualization.pdf,5,false,,1.000,true,7f79a3ec5ebbaee16a3b4d7a6b2ebd24ae0b25c0b3e71a1330fe0443a2bc7d2c,
DCM-00835-OP0564,DCM-00835,,Dialogue management in the Mercury flight reservation system,10.3115/1117562.1117565,library/staging/master-openaire/DCM-00835-OP0564-Dialogue-management-in-the-Mercury-flight-reservation-system.pdf,6,false,mercury-final.dvi,0.167,false,e15a93860a7265cf980e940d6a137d90cfa86d1d45a409d6c0f2e5d7dab55ee8,
DCM-00859-OP0655,DCM-00859,,Towards a Metric for Automated Conversational Dialogue System Evaluation and Improvement,10.18653/v1/w19-8654,library/staging/master-openaire/DCM-00859-OP0655-Towards-a-Metric-for-Automated-Conversational-Dialogue-System-Eva.pdf,6,false,Towards a Metric for Automated Conversational Dialogue System Evaluation and Improvement,1.000,true,6b267793c53f6bbb98cc112ccb626fa4d2b451a6fe6e6982ea1262bfe857c150,
DCM-00869-OP0677,DCM-00869,,Final Rises in Task-oriented and Conversational Dialogue,10.21437/speechprosody.2014-92,library/staging/master-openaire/DCM-00869-OP0677-Final-Rises-in-Task-oriented-and-Conversational-Dialogue.pdf,6,false,,1.000,true,df3404adfa204af1bbd66f8423946e08407b33689a73f6b40d3e5ba937fe88f1,
DCM-00874-OP0682,DCM-00874,,Proceedings of the 1st Workshop on Document-grounded Dialogue and Conversational Question Answering (DialDoc 2021),10.18653/v1/2021.dialdoc-1,library/staging/master-openaire/DCM-00874-OP0682-Proceedings-of-the-1st-Workshop-on-Document-grounded-Dialogue-and.pdf,141,false,Proceedings of the 1st Workshop on Document-grounded Dialogue and Conversational Question Answering,1.000,true,341ec44bf5f3e12bf820c706485fcfcaf65213a4401d1df232060ef5b9bb3217,
DCM-00893-OP0718,DCM-00893,,Advancing Chatbot Experience Through a User-Centric Design and Development Approach,10.29294/ijase.12.3.2026.6325-6343,library/staging/master-openaire/DCM-00893-OP0718-Advancing-Chatbot-Experience-Through-a-User-Centric-Design-and-De.pdf,19,false,,1.000,true,015827c36678f285ec9be4df5af6aae26bb4e81a95f6f9575f55596e2b1e5c79,
DCM-00915-OP0739,DCM-00915,,Design Method to Enhance Empathy for User-Centered Design: Improving the Imagination of the User Experience,10.22215/etd/2020-13882,library/staging/master-openaire/DCM-00915-OP0739-Design-Method-to-Enhance-Empathy-for-User-Centered-Design-Improvi.pdf,114,false,,1.000,true,7b423ed4fef99809c0a655d4b3e09c7423cc8ba87296a44b392d69192df515be,
DCM-00934-OP0759,DCM-00934,,O HUMOR CONVERSACIONAL ENTRE AMIGOS: UMA ABORDAGEM INTERACIONAL,10.17771/pucrio.acad.14068,library/staging/master-openaire/DCM-00934-OP0759-O-HUMOR-CONVERSACIONAL-ENTRE-AMIGOS-UMA-ABORDAGEM-INTERACIONAL.pdf,10,false,0710547_2009_pretextual,1.000,true,3eeaabe872e9b230e5d0ab69446f985a992413f693b9e46c2bfe161546fe94f8,
DCM-00958-OP0787,DCM-00958,,Análisis conversacional del Discurso Procesal Penal,10.25267/pragmalinguistica.2015.i23.01,library/staging/master-openaire/DCM-00958-OP0787-An-lisis-conversacional-del-Discurso-Procesal-Penal.pdf,14,false,Análisis conversacional del discurso procesal penal,1.000,true,1731f1f1aecbbb00fab7540b71906ed4a4881c5f6942de31b7842ade6592096f,
DCM-00964-OP0796,DCM-00964,,A co-construção do humor conversacional para encobrir diferentes objetivos,10.4013/cld.2011.92.08,library/staging/master-openaire/DCM-00964-OP0796-A-co-constru-o-do-humor-conversacional-para-encobrir-diferentes-o.pdf,10,false,159a168_ART08_Bastos.indd,1.000,true,f6d2a5664f8e4bd27314f003c71d16008db2befafecb5bdb3e46f7fc86ba26c4,
DCM-00978-OP0809,DCM-00978,,Habilidades conversacionais de crianças com transtornos do espectro autístico,10.11606/t.5.2012.tde-09012013-174947,library/staging/master-openaire/DCM-00978-OP0809-Habilidades-conversacionais-de-crian-as-com-transtornos-do-espect.pdf,96,true,,1.000,true,a316f7b0fe572e4f9dc477dbe1d0ffe01e337e3724ea12f1f96b7549a8e3de7e,
DCM-00983-OP0817,DCM-00983,,Agentes Inteligentes Conversacionais: Conceitos Básicos e Desenvolvimento,10.5753/sbc.6.4,library/staging/master-openaire/DCM-00983-OP0817-Agentes-Inteligentes-Conversacionais-Conceitos-B-sicos-e-Desenvol.pdf,50,false,Instruções aos Autores de Contribuições para o SIBGRAPI,1.000,true,095e08b2305f49ece5e473f549e38f9dd95a3669d0322284d4c86d661bac1dd4,
DCM-00984-OP0820,DCM-00984,,OS ESTILOS CONVERSACIONAIS DO REPÓRTER AÉREO NO CONTEXTO DE RÁDIOS NA CIDADE DO RIO DE JANEIRO,10.17771/pucrio.acad.22264,library/staging/master-openaire/DCM-00984-OP0820-OS-ESTILOS-CONVERSACIONAIS-DO-REP-RTER-A-REO-NO-CONTEXTO-DE-R-DIO.pdf,11,false,1112732_2013_Pretextual,1.000,true,9d0fc5160324d3d399f2eded851c82180df2c97233c2b99980e8a96513ed2f84,
DCM-00992-OP0824,DCM-00992,,Computer-Aided Design of User Interfaces by Example,10.1007/978-94-010-0421-3_1,library/staging/master-openaire/DCM-00992-OP0824-Computer-Aided-Design-of-User-Interfaces-by-Example.pdf,12,false,Chapter,1.000,true,0e251c8f3cb1c904865994448315a8760e380a1ea9c79f0c1baf0d7631d296c4,
