candidate_id,corpus_id,expanded_id,title,doi,local_path,pages,sha256,source_url,license,validation
DCM-00014-AX0001,DCM-00014,,MindfulDiary: Harnessing Large Language Model to Support Psychiatric Patients' Journaling,https://doi.org/10.1145/3613904.3642937,library/staging/master-arxiv/DCM-00014-AX0001-MindfulDiary-Harnessing-Large-Language-Model-to-Support-Psychiatr.pdf,20,9ced03e6dbdfbce09004afab56d0c47bbe50c5ba55b5d1479c5a6922fe0ba094,https://arxiv.org/pdf/2310.05231v2,,pdf-integral-validado-local
DCM-00063-AX0002,DCM-00063,,CritiqueCrew: Orchestrating Multi-Perspective Conversational Design Critique,https://doi.org/10.1145/3772318.3791391,library/staging/master-arxiv/DCM-00063-AX0002-CritiqueCrew-Orchestrating-Multi-Perspective-Conversational-Desig.pdf,20,54bd9307734776275bd24b15a39cada1efe23933b2067401acda42b47e741967,https://arxiv.org/pdf/2602.01796v1,,pdf-integral-validado-local
DCM-00129-AX0003,DCM-00129,,The Programmer’s Assistant: Conversational Interaction with a Large Language Model for Software Development,https://doi.org/10.1145/3581641.3584037,library/staging/master-arxiv/DCM-00129-AX0003-The-Programmer-s-Assistant-Conversational-Interaction-with-a-Larg.pdf,43,d31fd8b87313ac9ca943a480eae244a2bdbeea8458af153a0bb5fc7c9cc50e25,https://arxiv.org/pdf/2302.07080v1,,pdf-integral-validado-local
DCM-00134-AX0004,DCM-00134,,What Makes a Good Conversation? Challenges in Designing Truly Conversational Agents,https://doi.org/10.48550/arxiv.1901.06525,library/staging/master-arxiv/DCM-00134-AX0004-What-Makes-a-Good-Conversation-Challenges-in-Designing-Truly-Conv.pdf,12,3fbeef5b7ee6529574425d5c5543741ac8394741404f57df7d8df464569b53fb,https://arxiv.org/pdf/1901.06525v1,,pdf-integral-validado-local
DCM-00145-AX0005,DCM-00145,,How do you Converse with an Analytical Chatbot? Revisiting Gricean Maxims for Designing Analytical Conversational Behavior,https://doi.org/10.1145/3491102.3501972,library/staging/master-arxiv/DCM-00145-AX0005-How-do-you-Converse-with-an-Analytical-Chatbot-Revisiting-Gricean.pdf,17,863132e0712c4458f5ee16b6506aac4d317c4b71572699b3656e6e3f42f28ec5,https://arxiv.org/pdf/2203.08420v1,,pdf-integral-validado-local
DCM-00175-AX0006,DCM-00175,,Towards Augmented Reality Driven Human-City Interaction: Current Research on Mobile Headsets and Future Challenges,https://doi.org/10.1145/3467963,library/staging/master-arxiv/DCM-00175-AX0006-Towards-Augmented-Reality-Driven-Human-City-Interaction-Current-R.pdf,39,eb8007fd19b89936c40e138405e136b81a34a04c62125604f2430a224f47bdec,https://arxiv.org/pdf/2007.09207v2,,pdf-integral-validado-local
DCM-00207-AX0007,DCM-00207,,Examining Humanness as a Metaphor to Design Voice User Interfaces,https://doi.org/10.1145/3640794.3665535,library/staging/master-arxiv/DCM-00207-AX0007-Examining-Humanness-as-a-Metaphor-to-Design-Voice-User-Interfaces.pdf,22,d66791ba7fc2bb794b66594062fdf55f6f360b638bdcdaff64c4d2c284ae8d32,https://arxiv.org/pdf/2405.07458v1,,pdf-integral-validado-local
DCM-00308-AX0008,DCM-00308,,"“Alexa, Can I Program You?”: Student Perceptions of Conversational Artificial Intelligence Before and After Programming Alexa",https://doi.org/10.1145/3459990.3460730,library/staging/master-arxiv/DCM-00308-AX0008-Alexa-Can-I-Program-You-Student-Perceptions-of-Conversational-Art.pdf,16,be30abeabcf83178df1517e37f0365b1bfcab2d5e520a60ac3870f3d333d8001,https://arxiv.org/pdf/2102.01367v1,,pdf-integral-validado-local
DCM-00353-AX0010,DCM-00353,,Conversational Agents in Therapeutic Interventions for Neurodevelopmental Disorders: A Survey,https://doi.org/10.1145/3564269,library/staging/master-arxiv/DCM-00353-AX0010-Conversational-Agents-in-Therapeutic-Interventions-for-Neurodevel.pdf,39,3df626092771f0a47ace1cda31aa347474bad48b43f6a694b12a97782304bf94,https://arxiv.org/pdf/2112.01146v1,,pdf-integral-validado-local
DCM-00359-AX0009,DCM-00359,,"Understanding User Preferences for Interaction Styles in Conversational Recommender System: The Predictive Role of System Qualities, User Experience, and Traits",https://doi.org/10.1145/3764687.3764722,library/staging/master-arxiv/DCM-00359-AX0009-Understanding-User-Preferences-for-Interaction-Styles-in-Conversa.pdf,21,7bf9ef181a0ec015b9dde9a20334a1d81bf32fde14cecc1f6af9d30b089cc853,https://arxiv.org/pdf/2508.02328v1,,pdf-integral-validado-local
DCM-00385-AX0011,DCM-00385,,Script-Strategy Aligned Generation: Aligning LLMs with Expert-Crafted Dialogue Scripts and Therapeutic Strategies for Psychotherapy,https://doi.org/10.1145/3757655,library/staging/master-arxiv/DCM-00385-AX0011-Script-Strategy-Aligned-Generation-Aligning-LLMs-with-Expert-Craf.pdf,41,93237ede1340a8463b48f1458ff5a2503b31ab0463ee5611c7b7ef09327e0a1b,https://arxiv.org/pdf/2411.06723v2,,pdf-integral-validado-local
DCM-00386-AX0012,DCM-00386,,"Alquist 5.0: Dialogue Trees Meet Generative Models, a Novel Approach for Enhancing SocialBot Conversations",https://doi.org/10.3390/fi16090344,library/staging/master-arxiv/DCM-00386-AX0012-Alquist-5-0-Dialogue-Trees-Meet-Generative-Models-a-Novel-Approac.pdf,24,d3e385cace762e736e7d40d01ab4d255df2938c4b0811aa725afef60ce8fc66a,https://arxiv.org/pdf/2310.16119v2,,pdf-integral-validado-local
DCM-00644-AX0017,DCM-00644,,"Perla: A Conversational Agent for Depression Screening in Digital Ecosystems. Design, Implementation and Validation",10.31234/osf.io/nfas4_v1,library/staging/master-arxiv/DCM-00644-AX0017-Perla-A-Conversational-Agent-for-Depression-Screening-in-Digital-.pdf,16,e20bee3981e2e930c09ea5db5c6684d057a73b4a1d8b1a7e716329f87ba76faa,https://arxiv.org/pdf/2008.12875v2,,pdf-integral-validado-local
DCM-00676-AX0018,DCM-00676,,Conversational Collective Intelligence (CCI) using Hyperchat AI in a Real-world Forecasting Task,10.1109/chiuxid68326.2025.11323746,library/staging/master-arxiv/DCM-00676-AX0018-Conversational-Collective-Intelligence-CCI-using-Hyperchat-AI-in-.pdf,6,d416efe7cca2124e591052672fc2b24461e24a784b63374434314f74c71496fe,https://arxiv.org/pdf/2511.03732v2,,pdf-integral-validado-local
DCM-00683-AX0019,DCM-00683,,UX Research on Conversational Human-AI Interaction: A Literature Review of the ACM Digital Library,10.1145/3491102.3501855,library/staging/master-arxiv/DCM-00683-AX0019-UX-Research-on-Conversational-Human-AI-Interaction-A-Literature-R.pdf,34,0546e7fda4599ffe65a9143b6a7b90f01f80f6b6ea2a069d1f71135b9554a378,https://arxiv.org/pdf/2202.09895v1,,pdf-integral-validado-local
DCM-00763-AX0020,DCM-00763,,CRADLE: Conversational RTL Design Space Exploration with LLM-Based Multi-Agent Systems,10.1109/isocc66390.2025.11329873,library/staging/master-arxiv/DCM-00763-AX0020-CRADLE-Conversational-RTL-Design-Space-Exploration-with-LLM-Based.pdf,2,9b61d26788e84034704592f154986ef3bb498a168651f6d42bbff4591fba71fd,https://arxiv.org/pdf/2508.08709v1,,pdf-integral-validado-local
DCM-00782-AX0021,DCM-00782,,Acceleration AI Ethics and the Telus GenAI Conversational Agent,10.2139/ssrn.6123639,library/staging/master-arxiv/DCM-00782-AX0021-Acceleration-AI-Ethics-and-the-Telus-GenAI-Conversational-Agent.pdf,16,d6c42d0acc4eb84d9d127bb570a4f85653bb2f74bdf0d7ca8b57572efdbdad2b,https://arxiv.org/pdf/2501.18038v3,,pdf-integral-validado-local
DCM-00820-AX0022,DCM-00820,,Exploring Anthropomorphism in Conversational Agents for Environmental Sustainability,10.1145/3715336.3735700,library/staging/master-arxiv/DCM-00820-AX0022-Exploring-Anthropomorphism-in-Conversational-Agents-for-Environme.pdf,21,ca479beee939531893c805d8b4fdc7e607aea05b1ab8d321d6d6f6a79c86a112,https://arxiv.org/pdf/2505.07142v2,,pdf-integral-validado-local
